no,kode_pos,kode_wilayah,prov_code,kab_code,kec_code,desa_code,full_code,is_kelurahan,is_desa,desa,kecamatan,dt2,kabupaten,provinsi,source_page
52215,85575,53.02.10.2005,53,02,10,2005,5302102005,0,1,Napi,"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
52216,85575,53.02.10.2010,53,02,10,2010,5302102010,0,1,Nekmese,"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
52217,85575,53.02.10.2003,53,02,10,2003,5302102003,0,1,Oenai,"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
52218,85575,53.02.10.2009,53,02,10,2009,5302102009,0,1,Oinlasi,"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
52219,85575,53.02.10.2001,53,02,10,2001,5302102001,0,1,Pilli (Pili),"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
52220,85575,53.02.10.2008,53,02,10,2008,5302102008,0,1,Tesiayofanu (Tesi Ayofanu),"KI'E (Kie, Ki'e)",Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),261
51778,69153,35.26.07.2022,35,26,07,2022,3526072022,0,1,Kool (Ko'ol),Klampis,Kabupaten,Bangkalan,Jawa Timur,258
51787,69153,35.26.07.2007,35,26,07,2007,3526072007,0,1,Raas (Ra'as),Klampis,Kabupaten,Bangkalan,Jawa Timur,258
52464,91852,73.26.15.1003,73,26,15,1003,7326151003,1,0,Ba'tan,Kesu,Kabupaten,Toraja Utara,Sulawesi Selatan,262
52467,91852,73.26.15.2006,73,26,15,2006,7326152006,0,1,Sangbua',Kesu,Kabupaten,Toraja Utara,Sulawesi Selatan,262
53196,84261,52.05.02.2002,52,05,02,2002,5205022002,0,1,Ta'a,Kempo,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),265
56414,68362,35.12.10.2010,35,12,10,2010,3512102010,0,1,Pokaan (Poka'an),Kapongan,Kabupaten,Situbondo,Jawa Timur,282
56466,91848,73.26.20.2001,73,26,20,2001,7326202001,0,1,Benteng Ka'do (Benteng Kado),Kapala Pitu (Kapalla Pitu),Kabupaten,Toraja Utara,Sulawesi Selatan,282
56471,91848,73.26.20.2002,73,26,20,2002,7326202002,0,1,Sikuku',Kapala Pitu (Kapalla Pitu),Kabupaten,Toraja Utara,Sulawesi Selatan,282
57014,91560,76.02.04.2017,76,02,04,2017,7602042017,0,1,Lasa' (Lasa),Kalumpang,Kabupaten,Mamuju,Sulawesi Barat,285
57017,91560,76.02.04.2011,76,02,04,2011,7602042011,0,1,Polio (Ba'san),Kalumpang,Kabupaten,Mamuju,Sulawesi Barat,285
57221,78756,61.06.18.2013,61,06,18,2013,6106182013,0,1,Tapang Da'an (Tapang Daan),Kalis,Kabupaten,Kapuas Hulu,Kalimantan Barat,286
57523,69471,35.29.02.2005,35,29,02,2005,3529022005,0,1,Kalimook (Kalimo'ok),Kalianget,Kabupaten,Sumenep,Jawa Timur,287
59039,79357,61.08.11.2003,61,08,11,2003,6108112003,0,1,Nyi'in (Nyiin),Jelimpo,Kabupaten,Landak,Kalimantan Barat,295
60382,85671,53.03.08.2026,53,03,08,2026,5303082026,0,1,Fatu'ana,Insana,Kabupaten,Timor Tengah Utara,Nusa Tenggara Timur (NTT),301
60881,24443,11.03.14.2013,11,03,14,2013,1103142013,0,1,Buket Pu'uk (Buket Puuk),Idi Tunong,Kabupaten,Aceh Timur,Aceh (NAD),304
60936,24442,11.03.03.2009,11,03,03,2009,1103032009,0,1,Meunasah Pu'uk,Idi Rayeuk,Kabupaten,Aceh Timur,Aceh (NAD),304
60954,22878,12.14.35.2008,12,14,35,2008,1214352008,0,1,Hilisalo'o,Idanotae,Kabupaten,Nias Selatan,Sumatera Utara,304
60965,22872,12.04.10.2027,12,04,10,2027,1204102027,0,1,Bobozioli Loloana'a (Bobozioli Loloanaa),Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60967,22872,12.04.10.2035,12,04,10,2035,1204102035,0,1,Hili'adulo,Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60968,22872,12.04.10.2034,12,04,10,2034,1204102034,0,1,Hiligogowaya Maliwa'a,Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60972,22872,12.04.10.2018,12,04,10,2018,1204102018,0,1,Hilina'a Tafuo (Hilinaa Tafuo),Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60976,22872,12.04.10.2024,12,04,10,2024,1204102024,0,1,Maliwa'a (Maliwaa),Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60981,22872,12.04.10.2023,12,04,10,2023,1204102023,0,1,Saiwahili Hili'adulo (Saiwahili Hiliadulo),Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60984,22872,12.04.10.2006,12,04,10,2006,1204102006,0,1,Tetegeona'ai (Tete Goenaai),Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
60986,22872,12.04.10.2033,12,04,10,2033,1204102033,0,1,Tiga Serangkai Maliwa'a,Idanogawo (Idano Gawo),Kabupaten,Nias,Sumatera Utara,304
61127,22867,12.14.20.2005,12,14,20,2005,1214202005,0,1,Sifaoroasi (Sifaoro'asi),Huruna,Kabupaten,Nias Selatan,Sumatera Utara,305
61191,38374,17.03.19.2010,17,03,19,2010,1703192010,0,1,Air Ba'us I (Air Baus I),Hulu Palik,Kabupaten,Bengkulu Utara,Bengkulu,305
61192,38374,17.03.19.2011,17,03,19,2011,1703192011,0,1,Air Ba'us II (Air Baus II),Hulu Palik,Kabupaten,Bengkulu Utara,Bengkulu,305
61269,84271,52.05.03.2004,52,05,03,2004,5205032004,0,1,Adu,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61270,84271,52.05.03.2005,52,05,03,2005,5205032005,0,1,Cempi Jaya,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61271,84271,52.05.03.2002,52,05,03,2002,5205032002,0,1,Daha,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61272,84271,52.05.03.2003,52,05,03,2003,5205032003,0,1,Hu'u,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61273,84271,52.05.03.2007,52,05,03,2007,5205032007,0,1,Jala,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61274,84271,52.05.03.2006,52,05,03,2006,5205032006,0,1,Merada,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61275,84271,52.05.03.2001,52,05,03,2001,5205032001,0,1,Rasa Bou,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61276,84271,52.05.03.2008,52,05,03,2008,5205032008,0,1,Sawe,Hu'u,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),306
61405,22864,12.14.23.2007,12,14,23,2007,1214232007,0,1,Anaoma,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61406,22864,12.14.23.2008,12,14,23,2008,1214232008,0,1,Berua Siwalawa,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61407,22864,12.14.23.2011,12,14,23,2011,1214232011,0,1,Bukit Burasi (Bukitburasi),Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61408,22864,12.14.23.2002,12,14,23,2002,1214232002,0,1,Hilidulo,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61409,22864,12.14.23.2010,12,14,23,2010,1214232010,0,1,Hiligodu,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61410,22864,12.14.23.2001,12,14,23,2001,1214232001,0,1,Maluo,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61411,22864,12.14.23.2005,12,14,23,2005,1214232005,0,1,Manawadano,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61412,22864,12.14.23.2004,12,14,23,2004,1214232004,0,1,Sisobahili Siwalawa,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61413,22864,12.14.23.2006,12,14,23,2006,1214232006,0,1,Talio,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61414,22864,12.14.23.2003,12,14,23,2003,1214232003,0,1,Umbuasi (Umbu'asi),Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61415,22864,12.14.23.2009,12,14,23,2009,1214232009,0,1,Umbuasi Barat,Hilisalawa'ahe (Hilisalawaahe),Kabupaten,Nias Selatan,Sumatera Utara,307
61426,22864,12.14.11.2003,12,14,11,2003,1214112003,0,1,Bawosalo'o Dao-dao,Hilimegai,Kabupaten,Nias Selatan,Sumatera Utara,307
61435,22864,12.14.11.2004,12,14,11,2004,1214112004,0,1,Tuho'owo (Tuho Owo),Hilimegai,Kabupaten,Nias Selatan,Sumatera Utara,307
61440,22854,12.04.05.2028,12,04,05,2028,1204052028,0,1,Lasara Tanose'o,Hiliduho,Kabupaten,Nias,Sumatera Utara,307
61441,22854,12.04.05.2034,12,04,05,2034,1204052034,0,1,Mazingo Tanose'o (Tanoseo),Hiliduho,Kabupaten,Nias,Sumatera Utara,307
61442,22854,12.04.05.2023,12,04,05,2023,1204052023,0,1,Ombolata Salo'o (Ombolalasalo'o),Hiliduho,Kabupaten,Nias,Sumatera Utara,307
61907,22851,12.78.03.2007,12,78,03,2007,1278032007,0,1,Gawu-Gawu Bo'uso (Gawu Gawu Bouso / Bauso),Gunungsitoli Utara,Kota,Gunungsitoli,Sumatera Utara,309
61912,22851,12.78.03.2002,12,78,03,2002,1278032002,0,1,Lolo'ana'a Lolomoyo (Loloanaa),Gunungsitoli Utara,Kota,Gunungsitoli,Sumatera Utara,309
61928,22851,12.78.02.2009,12,78,02,2009,1278022009,0,1,Sihare'o I Tabaloho (Sihareo I Tabaloho),Gunungsitoli Selatan,Kota,Gunungsitoli,Sumatera Utara,309
61929,22851,12.78.02.2013,12,78,02,2013,1278022013,0,1,Sisobahili II Tanose'o (Tanoseo),Gunungsitoli Selatan,Kota,Gunungsitoli,Sumatera Utara,309
61931,22870,12.78.04.2018,12,78,04,2018,1278042018,0,1,Awa'ai (Awaai),Gunungsitoli Idanoi,Kota,Gunungsitoli,Sumatera Utara,309
61945,22870,12.78.04.2015,12,78,04,2015,1278042015,0,1,Lolo'ana'a Idanoi (Loloanaa Idanoi),Gunungsitoli Idanoi,Kota,Gunungsitoli,Sumatera Utara,309
61963,22811,12.78.06.2006,12,78,06,2006,1278062006,0,1,Sihare'o Siwahili (Sihareo Siwahili),Gunungsitoli Barat,Kota,Gunungsitoli,Sumatera Utara,309
61966,22851,12.78.05.2006,12,78,05,2006,1278052006,0,1,Fadoro Hilimbowo,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61967,22851,12.78.05.2007,12,78,05,2007,1278052007,0,1,Fadoro You,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61968,22851,12.78.05.2003,12,78,05,2003,1278052003,0,1,Iraonolase (Irano Lase / Iraono Lase),Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61969,22851,12.78.05.2008,12,78,05,2008,1278052008,0,1,Lololawa,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61970,22851,12.78.05.2001,12,78,05,2001,1278052001,0,1,Nazalou Alo'oa,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61971,22851,12.78.05.2009,12,78,05,2009,1278052009,0,1,Nazalou Lolowua,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61972,22851,12.78.05.2002,12,78,05,2002,1278052002,0,1,Niko'otano Dao,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61973,22851,12.78.05.2004,12,78,05,2004,1278052004,0,1,Orahili Tanose'o,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61974,22851,12.78.05.2005,12,78,05,2005,1278052005,0,1,Tarakhaini,Gunungsitoli Alo'oa,Kota,Gunungsitoli,Sumatera Utara,309
61982,22810,12.78.01.2008,12,78,01,2008,1278012008,0,1,Hilina'a (Hilina A),Gunungsitoli,Kota,Gunungsitoli,Sumatera Utara,309
61986,22810,12.78.01.2011,12,78,01,2011,1278012011,0,1,Lolowonu Niko'otano (Lelewonu Nikootano),Gunungsitoli,Kota,Gunungsitoli,Sumatera Utara,309
61990,22810,12.78.01.2016,12,78,01,2016,1278012016,0,1,Mo'awo (Moawo),Gunungsitoli,Kota,Gunungsitoli,Sumatera Utara,309
63404,22871,12.04.06.2055,12,04,06,2055,1204062055,0,1,Somi Botogo'o,Gido,Kabupaten,Nias,Sumatera Utara,317
63405,22871,12.04.06.2052,12,04,06,2052,1204062052,0,1,Tulumbaho Salo'o,Gido,Kabupaten,Nias,Sumatera Utara,317
62985,22873,12.14.02.2007,12,14,02,2007,1214022007,0,1,Hiliana'a Gomo,Gomo,Kabupaten,Nias Selatan,Sumatera Utara,314
62990,22873,12.14.02.2024,12,14,02,2024,1214022024,0,1,Sifaoro'asi Gomo,Gomo,Kabupaten,Nias Selatan,Sumatera Utara,314
62992,22873,12.14.02.2035,12,14,02,2035,1214022035,0,1,Tanoniko'o,Gomo,Kabupaten,Nias Selatan,Sumatera Utara,314
63396,22871,12.04.06.2020,12,04,06,2020,1204062020,0,1,Loloana'a Gido (Loloanaa Gido),Gido,Kabupaten,Nias,Sumatera Utara,316
63398,22871,12.04.06.2053,12,04,06,2053,1204062053,0,1,Nifolo'o Lauru,Gido,Kabupaten,Nias,Sumatera Utara,316
64114,69472,35.29.19.2010,35,29,19,2010,3529192010,0,1,Palo'lo'an (Palokloan / Paloloan),Gapura,Kabupaten,Sumenep,Jawa Timur,320
64434,69173,35.26.18.2010,35,26,18,2010,3526182010,0,1,Paka'an Dajah (Pakaan Daya),Galis,Kabupaten,Bangkalan,Jawa Timur,322
64435,69173,35.26.18.2011,35,26,18,2011,3526182011,0,1,Paka'an Laok,Galis,Kabupaten,Bangkalan,Jawa Timur,322
64495,92255,73.05.09.2009,73,05,09,2009,7305092009,0,1,Pa'lalakkang,Galesong,Kabupaten,Takalar,Sulawesi Selatan,322
64496,92255,73.05.09.2008,73,05,09,2008,7305092008,0,1,Pa'rasangang Beru,Galesong,Kabupaten,Takalar,Sulawesi Selatan,322
64829,85582,53.02.28.2007,53,02,28,2007,5302282007,0,1,Besle'u,Fautmolo,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),324
64983,92415,73.03.03.2005,73,03,03,2005,7303032005,0,1,Pa'bentengan,Eremerasa,Kabupaten,Bantaeng,Sulawesi Selatan,324
64984,92415,73.03.03.2007,73,03,03,2007,7303032007,0,1,Pa'bumbungang,Eremerasa,Kabupaten,Bantaeng,Sulawesi Selatan,324
64635,67134,35.75.01.1009,35,75,01,1009,3575011009,1,0,Gadingrejo'an (Gadingrejo),Gadingrejo,Kota,Pasuruan,Jawa Timur,323
65645,61155,35.25.01.2003,35,25,01,2003,3525012003,0,1,Gedongkedo'an (Gedongkedoan),Dukun,Kabupaten,Gresik,Jawa Timur,328
66447,86371,53.08.15.2014,53,08,15,2014,5308152014,0,1,Jeo Du'a,Detukeli,Kabupaten,Ende,Nusa Tenggara Timur (NTT),332
66574,91822,73.26.12.2007,73,26,12,2007,7326122007,0,1,Buntu Tagari,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66575,91822,73.26.12.2002,73,26,12,2002,7326122002,0,1,Dende',Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66576,91822,73.26.12.2006,73,26,12,2006,7326122006,0,1,Kapolang,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66577,91822,73.26.12.2001,73,26,12,2001,7326122001,0,1,Madong (Ma Dong),Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66578,91822,73.26.12.2005,73,26,12,2005,7326122005,0,1,Paku,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66579,91822,73.26.12.2008,73,26,12,2008,7326122008,0,1,Parinding,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66580,91822,73.26.12.1004,73,26,12,1004,7326121004,1,0,Pasang,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
66581,91822,73.26.12.2003,73,26,12,2003,7326122003,0,1,Piongan,Dende' Piongan Napo,Kabupaten,Toraja Utara,Sulawesi Selatan,332
65933,84162,52.06.08.2014,52,06,08,2014,5206082014,0,1,Ndano Na'e,Donggo,Kabupaten,Bima,Nusa Tenggara Barat (NTB),329
65934,84162,52.06.08.2007,52,06,08,2007,5206082007,0,1,O'o,Donggo,Kabupaten,Bima,Nusa Tenggara Barat (NTB),329
65965,84219,52.05.01.2007,52,05,01,2007,5205012007,0,1,O'o,Dompu,Kabupaten,Dompu,Nusa Tenggara Barat (NTB),329
67441,94356,72.03.06.2005,72,03,06,2005,7203062005,0,1,Pani'i (Panii),Dampelas,Kabupaten,Donggala,Sulawesi Tengah,337
69992,90524,73.09.10.2006,73,09,10,2006,7309102006,0,1,Baji Pa'mai,Cenrana,Kabupaten,Maros,Sulawesi Selatan,349
70459,86692,53.13.07.2020,53,13,07,2020,5313072020,0,1,Atu Wa'lupang,Buyasuri,Kabupaten,Lembata,Nusa Tenggara Timur (NTT),352
70649,91847,73.26.13.2006,73,26,13,2006,7326132006,0,1,Pulu' Pulu',Buntu Pepasan,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70651,91847,73.26.13.2009,73,26,13,2009,7326132009,0,1,Roroan Barra'-Barra',Buntu Pepasan,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70672,91841,73.26.05.2004,73,26,05,2004,7326052004,0,1,Issong Kalua',Buntao,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70673,91841,73.26.05.2003,73,26,05,2003,7326052003,0,1,Misa'ba'bana (Misa Ba'Bana),Buntao,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70674,91841,73.26.05.2002,73,26,05,2002,7326052002,0,1,Rindingkila',Buntao,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70677,91841,73.26.05.1005,73,26,05,1005,7326051005,1,0,Tullang' Sura (Tallang Sura'),Buntao,Kabupaten,Toraja Utara,Sulawesi Selatan,353
70863,94979,72.06.06.2044,72,06,06,2044,7206062044,0,1,Po'o,Bungku Selatan,Kabupaten,Morowali,Sulawesi Tengah,354
70882,94981,72.06.15.2010,72,06,15,2010,7206152010,0,1,Were'a,Bungku Pesisir,Kabupaten,Morowali,Sulawesi Tengah,354
70939,92177,73.06.09.1010,73,06,09,1010,7306091010,1,0,Je'nebatu (Jenebatu),Bungaya,Kabupaten,Gowa,Sulawesi Selatan,354
71727,67129,35.75.03.1003,35,75,03,1003,3575031003,1,0,Tapa'an (Tapaan),Bugul Kidul,Kota,Pasuruan,Jawa Timur,358
72050,91993,73.17.05.2009,73,17,05,2009,7317052009,0,1,Padang Ma'bud (Padang Ma Bud),Bua Ponrang (Bupon),Kabupaten,Luwu,Sulawesi Selatan,360
72320,22815,12.04.21.2011,12,04,21,2011,1204212011,0,1,Loloana'a (Lololana'a),Botomuzoi,Kabupaten,Nias,Sumatera Utara,361
72660,91872,73.18.03.2004,73,18,03,2004,7318032004,0,1,Mappa',Bonggakaradeng,Kabupaten,Tana Toraja,Sulawesi Selatan,363
72718,93673,74.10.03.2015,74,10,03,2015,7410032015,0,1,Ngapa'ea,Bonegunu,Kabupaten,Buton Utara,Sulawesi Tenggara,363
72467,92154,73.06.16.2004,73,06,16,2004,7306162004,0,1,Pa'bundukang,Bontonompo Selatan,Kabupaten,Gowa,Sulawesi Selatan,362
72521,92176,73.06.15.2001,73,06,15,2001,7306152001,0,1,Julumate'ne,Bontolempangang,Kabupaten,Gowa,Sulawesi Selatan,362
72523,92176,73.06.15.2005,73,06,15,2005,7306152005,0,1,Pa'ladingang,Bontolempangang,Kabupaten,Gowa,Sulawesi Selatan,362
73730,91896,73.18.02.2017,73,18,02,2017,7318022017,0,1,Kandua',Bittuang,Kabupaten,Tana Toraja,Sulawesi Selatan,368
73732,91896,73.18.02.2009,73,18,02,2009,7318022009,0,1,Le'tek,Bittuang,Kabupaten,Tana Toraja,Sulawesi Selatan,368
73733,91896,73.18.02.2004,73,18,02,2004,7318022004,0,1,Pali',Bittuang,Kabupaten,Tana Toraja,Sulawesi Selatan,368
73738,91896,73.18.02.2002,73,18,02,2002,7318022002,0,1,Se'seng,Bittuang,Kabupaten,Tana Toraja,Sulawesi Selatan,368
74102,96245,75.01.20.2007,75,01,20,2007,7501202007,0,1,Botu Boluo (Botubolu'o / Botuboluo),Biluhu,Kabupaten,Gorontalo,Gorontalo,370
74116,96234,75.01.23.2004,75,01,23,2004,7501232004,0,1,Taula'a (Taulaa),Bilato,Kabupaten,Gorontalo,Gorontalo,370
74123,95755,71.01.32.2005,71,01,32,2005,7101322005,0,1,Kolinganga'an,Bilalang,Kabupaten,Bolaang Mongondow,Sulawesi Utara,370
73526,69174,35.26.15.2018,35,26,15,2018,3526152018,0,1,Kojolan (Ko'olan),Blega,Kabupaten,Bangkalan,Jawa Timur,367
74255,85684,53.03.22.2004,53,03,22,2004,5303222004,0,1,T'Eba Timur (Teba Timur),Biboki Tan Pah,Kabupaten,Timor Tengah Utara,Nusa Tenggara Timur (NTT),371
73875,95763,71.08.02.2013,71,08,02,2013,7108022013,0,1,Voa'a (Voa A),Bintauna,Kabupaten,Bolaang Mongondow Utara,Sulawesi Utara,369
75615,22876,12.04.11.2026,12,04,11,2026,1204112026,0,1,Balale Toba'a,Bawolato,Kabupaten,Nias,Sumatera Utara,378
75631,22876,12.04.11.2020,12,04,11,2020,1204112020,0,1,Si'ofaewali Selatan,Bawolato,Kabupaten,Nias,Sumatera Utara,378
75806,69453,35.29.17.2013,35,29,17,2013,3529172013,0,1,Bulla'an (Bulaan / Bullaan),Batuputih,Kabupaten,Sumenep,Jawa Timur,379
75925,96244,75.01.05.2012,75,01,05,2012,7501052012,0,1,Olimoo'o (Olimoo),Batudaa Pantai,Kabupaten,Gorontalo,Gorontalo,379
76532,78766,61.06.12.2010,61,06,12,2010,6106122010,0,1,Labian Ira'ang,Batang Lupar,Kabupaten,Kapuas Hulu,Kalimantan Barat,382
76845,91992,73.17.22.2012,73,17,22,2012,7317222012,0,1,Ta'ba,Basse Sangtempe Utara,Kabupaten,Luwu,Sulawesi Selatan,384
76860,91990,73.17.01.2022,73,17,01,2022,7317012022,0,1,To'long (To Long),Basse Sangtempe (Bassesang Tempe / Bastem),Kabupaten,Luwu,Sulawesi Selatan,384
78279,91853,73.26.17.2001,73,26,17,2001,7326172001,0,1,To'yasa Akung,Bangkelekila,Kabupaten,Toraja Utara,Sulawesi Selatan,391
79041,91855,73.26.10.2006,73,26,10,2006,7326102006,0,1,Awa' Kawasik,Balusu,Kabupaten,Toraja Utara,Sulawesi Selatan,395
79051,91855,73.26.10.2001,73,26,10,2001,7326102001,0,1,Palangi',Balusu,Kabupaten,Toraja Utara,Sulawesi Selatan,395
79365,94773,72.01.06.2015,72,01,06,2015,7201062015,0,1,Ra'u,Balantak,Kabupaten,Banggai,Sulawesi Tengah,396
79665,92152,73.06.02.2007,73,06,02,2007,7306022007,0,1,Pa'bentengang,Bajeng,Kabupaten,Gowa,Sulawesi Selatan,398
80504,92776,73.08.16.2012,73,08,16,2012,7308162012,0,1,Bulumpare'e (Bulumparee),Awangpone,Kabupaten,Bone,Sulawesi Selatan,402
81109,70671,63.03.11.2002,63,03,11,2002,6303112002,0,1,Kala'an (Kalaan),Aranio,Kabupaten,Banjar,Kalimantan Selatan,405
81110,70671,63.03.11.2012,63,03,11,2012,6303112012,0,1,Pa'au (Paau),Aranio,Kabupaten,Banjar,Kalimantan Selatan,405
81943,85373,53.01.12.2005,53,01,12,2005,5301122005,0,1,Oh'aem (Ohaem),Amfoang Selatan,Kabupaten,Kupang,Nusa Tenggara Timur (NTT),409
81944,85373,53.01.12.2011,53,01,12,2011,5301122011,0,1,Oh'aem II (Ohaem Dua),Amfoang Selatan,Kabupaten,Kupang,Nusa Tenggara Timur (NTT),409
82215,85573,53.02.08.2009,53,02,08,2009,5302082009,0,1,To'i (Toi),Amanatun Selatan,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),411
82337,85851,53.05.02.2023,53,05,02,2023,5305022023,0,1,Ala'ang (Alaang),Alor Barat Laut,Kabupaten,Alor,Nusa Tenggara Timur (NTT),411
82349,85851,53.05.02.2022,53,05,02,2022,5305022022,0,1,O'a Mate (Oa Mate),Alor Barat Laut,Kabupaten,Alor,Nusa Tenggara Timur (NTT),411
82138,85572,53.02.04.2012,53,02,04,2012,5302042012,0,1,Oe'Ekam (Oe Ekam),Amanuban Timur,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),410
82151,85571,53.02.05.2003,53,02,05,2003,5302052003,0,1,Oe'ekam (Oeekam),Amanuban Tengah,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),410
82181,22866,12.14.07.2024,12,14,07,2024,1214072024,0,1,Hilisalo'o,Amandraya,Kabupaten,Nias Selatan,Sumatera Utara,410
82187,22866,12.14.07.2004,12,14,07,2004,1214072004,0,1,Sifaoroasi (Sifaoro'asi),Amandraya,Kabupaten,Nias Selatan,Sumatera Utara,410
82188,22866,12.14.07.2031,12,14,07,2031,1214072031,0,1,Sinar Ino'o,Amandraya,Kabupaten,Nias Selatan,Sumatera Utara,410
82436,22814,12.24.06.2006,12,24,06,2006,1224062006,0,1,Hilina'a (Hilina A),Alasa Talumuzoi,Kabupaten,Nias Utara,Sumatera Utara,412
82449,22861,12.24.07.2013,12,24,07,2013,1224072013,0,1,Loloana'a,Alasa,Kabupaten,Nias Utara,Sumatera Utara,412
82614,98264,92.10.22.2010,92,10,22,2010,9210222010,0,1,Way 'U' (Way U),Aitinyo Tengah,Kabupaten,Maybrat,Papua Barat Daya,413
82615,98264,92.10.22.2009,92,10,22,2009,9210222009,0,1,Wrait 'U' (Wrait U),Aitinyo Tengah,Kabupaten,Maybrat,Papua Barat Daya,413
83180,98970,94.05.07.2004,94,05,07,2004,9405072004,0,1,Gut'yenggenak,Agandugume,Kabupaten,Puncak,Papua Tengah,415
83181,98970,94.05.07.2006,94,05,07,2006,9405072006,0,1,Ogobak'pelenak,Agandugume,Kabupaten,Puncak,Papua Tengah,415
83184,22857,12.24.09.2009,12,24,09,2009,1224092009,0,1,Faekhuna'a (Faekhunaa),Afulu,Kabupaten,Nias Utara,Sumatera Utara,415
83190,22857,12.24.09.2008,12,24,09,2008,1224092008,0,1,Sifaoro'asi (Sifaoroasi),Afulu,Kabupaten,Nias Utara,Sumatera Utara,415
