no,kode_pos,kode_wilayah,prov_code,kab_code,kec_code,desa_code,full_code,is_kelurahan,is_desa,desa,kecamatan,dt2,kabupaten,provinsi,source_page
1106,86373,53.08.08.2024,53,08,08,2024,5308082024,0,1,Lise Pu'u,Wolowaru,Kabupaten,Ende,Nusa Tenggara Timur (NTT),5
1116,86373,53.08.08.2023,53,08,08,2023,5308082023,0,1,Tana Lo'o,Wolowaru,Kabupaten,Ende,Nusa Tenggara Timur (NTT),5
2768,91912,73.73.02.1009,73,73,02,1009,7373021009,1,0,Pattene (Patte'ne),Wara Utara,Kota,Palopo,Sulawesi Selatan,13
3140,91953,73.17.16.2006,73,17,16,2006,7317162006,0,1,Buntu Awo' (Buntu Awo),Walenrang Utara,Kabupaten,Luwu,Sulawesi Selatan,15
3847,22861,12.04.27.2011,12,04,27,2011,1204272011,0,1,Sifaro'asi Ulu Gawo (Sifaoroasi Ulugawo),Ulugawo,Kabupaten,Nias,Sumatera Utara,19
3848,22861,12.04.27.2014,12,04,27,2014,1204272014,0,1,Sisarahili Soroma'asi,Ulugawo,Kabupaten,Nias,Sumatera Utara,19
3956,22862,12.25.08.2001,12,25,08,2001,1225082001,0,1,Bukit Tinggi,Ulu Moro'o (Ulu Narwo),Kabupaten,Nias Barat,Sumatera Utara,19
3957,22862,12.25.08.2005,12,25,08,2005,1225082005,0,1,Hilibadalu,Ulu Moro'o (Ulu Narwo),Kabupaten,Nias Barat,Sumatera Utara,19
3958,22862,12.25.08.2004,12,25,08,2004,1225082004,0,1,Hilisangawola,Ulu Moro'o (Ulu Narwo),Kabupaten,Nias Barat,Sumatera Utara,19
3959,22862,12.25.08.2002,12,25,08,2002,1225082002,0,1,Lawelu,Ulu Moro'o (Ulu Narwo),Kabupaten,Nias Barat,Sumatera Utara,19
3960,22862,12.25.08.2003,12,25,08,2003,1225082003,0,1,Saloo,Ulu Moro'o (Ulu Narwo),Kabupaten,Nias Barat,Sumatera Utara,19
3975,22877,12.14.34.2007,12,14,34,2007,1214342007,0,1,Hilialo'oa,Ulu Idanotae,Kabupaten,Nias Selatan,Sumatera Utara,19
3691,22873,12.14.14.2003,12,14,14,2003,1214142003,0,1,Sifaoro'asi Mola (Sifaoroasi Mola),Umbunasi,Kabupaten,Nias Selatan,Sumatera Utara,18
3788,22867,12.14.19.2009,12,14,19,2009,1214192009,0,1,Loloana'a,Ulunoyo,Kabupaten,Nias Selatan,Sumatera Utara,18
4430,92313,73.04.08.2002,73,04,08,2002,7304082002,0,1,Bonto Mate'ne (Bontomatene),Turatea,Kabupaten,Jeneponto,Sulawesi Selatan,22
4794,22852,12.24.03.2004,12,24,03,2004,1224032004,0,1,Alo'oa (Alooa),Tuhemberua,Kabupaten,Nias Utara,Sumatera Utara,23
4798,22852,12.24.03.2003,12,24,03,2003,1224032003,0,1,La'aya (Laaya),Tuhemberua,Kabupaten,Nias Utara,Sumatera Utara,23
5630,94478,72.08.05.2029,72,08,05,2029,7208052029,0,1,Ta'aniuge,Tomini,Kabupaten,Parigi Moutong,Sulawesi Tengah,28
5684,92170,73.06.10.2002,73,06,10,2002,7306102002,0,1,Ta'binjai,Tombolopao (Tombolo Pao),Kabupaten,Gowa,Sulawesi Selatan,28
5749,22865,12.14.12.2005,12,14,12,2005,1214122005,0,1,Hili'alawa (Hilialawa),Toma,Kabupaten,Nias Selatan,Sumatera Utara,28
5908,94686,72.09.02.2016,72,09,02,2016,7209022016,0,1,Titiri'i,Togean,Kabupaten,Tojo Una Una,Sulawesi Tengah,29
5412,91857,73.26.16.2001,73,26,16,2001,7326162001,0,1,Tondon Langi' (Tondon Langi),Tondon,Kabupaten,Toraja Utara,Sulawesi Selatan,27
4842,22860,12.24.08.2007,12,24,08,2007,1224082007,0,1,Botona'ai,Tugala Oyo,Kabupaten,Nias Utara,Sumatera Utara,24
4849,22860,12.24.08.2001,12,24,08,2001,1224082001,0,1,Te'olo,Tugala Oyo,Kabupaten,Nias Utara,Sumatera Utara,24
6094,69371,35.28.01.2017,35,28,01,2017,3528012017,0,1,Taro'an,Tlanakan,Kabupaten,Pamekasan,Jawa Timur,30
7874,72270,63.10.12.2007,63,10,12,2007,6310122007,0,1,Hati'if (Hati If),Teluk Kepayang,Kabupaten,Tanah Bumbu,Kalimantan Selatan,39
7928,22865,12.14.06.2042,12,14,06,2042,1214062042,0,1,Hiliana'a,Teluk Dalam,Kabupaten,Nias Selatan,Sumatera Utara,39
7930,22865,12.14.06.2043,12,14,06,2043,1214062043,0,1,Hiliganowo Salo'o,Teluk Dalam,Kabupaten,Nias Selatan,Sumatera Utara,39
7933,22865,12.14.06.2025,12,14,06,2025,1214062025,0,1,Hilisao'otoniha,Teluk Dalam,Kabupaten,Nias Selatan,Sumatera Utara,39
8508,71667,63.11.08.2004,63,11,08,2004,6311082004,0,1,Ju'uh (Ju Uh),Tebing Tinggi,Kabupaten,Balangan,Kalimantan Selatan,42
8784,85771,53.04.02.2006,53,04,02,2006,5304022006,0,1,Fatuba'a,Tasifeto Timur,Kabupaten,Belu,Nusa Tenggara Timur (NTT),43
6616,91833,73.26.09.2006,73,26,09,2006,7326092006,0,1,Benteng Ka'do To'rea,Tikala,Kabupaten,Toraja Utara,Sulawesi Selatan,33
9153,91551,76.02.02.2010,76,02,02,2010,7602022010,0,1,Taan (Taang / Ta'an),Tapalang,Kabupaten,Mamuju,Sulawesi Barat,45
11059,90221,73.71.10.1008,73,71,10,1008,7371101008,1,0,Pa'baeng-Baeng (Pa Baeng-Baeng),Tamalate,Kota,Makassar,Sulawesi Selatan,55
11170,90211,73.71.07.1008,73,71,07,1008,7371071008,1,0,La'latang (La Latang),Tallo,Kota,Makassar,Sulawesi Selatan,55
11790,91372,76.03.05.2013,76,03,05,2013,7603052013,0,1,Peu' (Peu),Tabulahan,Kabupaten,Mamasa,Sulawesi Barat,58
11424,38385,17.09.02.2014,17,09,02,2014,1709022014,0,1,Jum'at (Jumat),Talang Empat,Kabupaten,Bengkulu Tengah,Bengkulu,57
10621,95882,71.04.10.2004,71,04,10,2004,7104102004,0,1,Ammat,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10622,95882,71.04.10.2009,71,04,10,2009,7104102009,0,1,Ammat Selatan,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10623,95882,71.04.10.2005,71,04,10,2005,7104102005,0,1,Binalang,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10624,95882,71.04.10.2010,71,04,10,2010,7104102010,0,1,Binalang Timur,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10625,95882,71.04.10.2002,71,04,10,2002,7104102002,0,1,Dapalan,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10626,95882,71.04.10.2007,71,04,10,2007,7104102007,0,1,Dapihe,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10627,95882,71.04.10.2006,71,04,10,2006,7104102006,0,1,Ganalo,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10628,95882,71.04.10.2003,71,04,10,2003,7104102003,0,1,Riung,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10629,95882,71.04.10.2011,71,04,10,2011,7104102011,0,1,Riung Utara,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10630,95882,71.04.10.2001,71,04,10,2001,7104102001,0,1,Tuabatu,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
10631,95882,71.04.10.2008,71,04,10,2008,7104102008,0,1,Tuabatu Barat,Tampan' Amma (Tampan Amma),Kabupaten,Kepulauan Talaud,Sulawesi Utara,53
12319,22873,12.14.09.2003,12,14,09,2003,1214092003,0,1,Hiliana'a Susua (Hilianaa Susua),Susua,Kabupaten,Nias Selatan,Sumatera Utara,61
12329,22873,12.14.09.2019,12,14,09,2019,1214092019,0,1,Orahili Bo'e (Orahili Boe),Susua,Kabupaten,Nias Selatan,Sumatera Utara,61
13598,67263,35.13.02.2009,35,13,02,2009,3513022009,0,1,Remba'an (Rambaan),Sumber,Kabupaten,Probolinggo,Jawa Timur,67
14477,23522,11.72.02.2007,11,72,02,2007,1172022007,0,1,Cot Ba'U,Sukajaya,Kota,Sabang,Aceh (NAD),72
14769,79417,61.01.10.2002,61,01,10,2002,6101102002,0,1,Sungai Sapa' (Sungai Sapa),Subah,Kabupaten,Sambas,Kalimantan Barat,73
15285,22871,12.04.29.2002,12,04,29,2002,1204292002,0,1,I'odano (Iodano),Somolo-Molo (Samolo),Kabupaten,Nias,Sumatera Utara,76
15291,22871,12.04.29.2011,12,04,29,2011,1204292011,0,1,So'ewali,Somolo-Molo (Samolo),Kabupaten,Nias,Sumatera Utara,76
15315,22874,12.14.26.2006,12,14,26,2006,1214262006,0,1,Sihare'o (Sihareo),Somambawa,Kabupaten,Nias Selatan,Sumatera Utara,76
15486,22871,12.04.35.2007,12,04,35,2007,1204352007,0,1,Baruzo,Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15487,22871,12.04.35.2002,12,04,35,2002,1204352002,0,1,Hilibadalu,Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15488,22871,12.04.35.2004,12,04,35,2004,1204352004,0,1,Hilimbana,Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15489,22871,12.04.35.2003,12,04,35,2003,1204352003,0,1,La'uri (Lauri),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15490,22871,12.04.35.2005,12,04,35,2005,1204352005,0,1,Saitagaramba (Saetagaramba),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15491,22871,12.04.35.2011,12,04,35,2011,1204352011,0,1,Sihare'o Sogae'adu (Sihareo Sogaeadu),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15492,22871,12.04.35.2009,12,04,35,2009,1204352009,0,1,Sisarahili Sogae'adu (Sisarahili Sogeadu),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15493,22871,12.04.35.2006,12,04,35,2006,1204352006,0,1,Sogae'adu (Sogaeadu),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15494,22871,12.04.35.2001,12,04,35,2001,1204352001,0,1,Tuhembuasi,Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15495,22871,12.04.35.2008,12,04,35,2008,1204352008,0,1,Tulumbaho,Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15496,22871,12.04.35.2010,12,04,35,2010,1204352010,0,1,We'a-we'a (Wea-Wea),Sogae'adu (Sogae Adu / Sogaeadu),Kabupaten,Nias,Sumatera Utara,77
15759,22852,12.24.04.2005,12,24,04,2005,1224042005,0,1,Fulolo Salo'o (Fulolo Saloo),Sitolu Ori,Kabupaten,Nias Utara,Sumatera Utara,78
15761,22852,12.24.04.2004,12,24,04,2004,1224042004,0,1,Hilisalo'o (Hilisaloo),Sitolu Ori,Kabupaten,Nias Utara,Sumatera Utara,78
16176,92450,73.03.08.2004,73,03,08,2004,7303082004,0,1,Bonto Mate'ne,Sinoa,Kabupaten,Bantaeng,Sulawesi Selatan,80
16478,94344,72.03.24.2005,72,03,24,2005,7203242005,0,1,Batusuya Go'o,Sindue Tombusabora,Kabupaten,Donggala,Sulawesi Tengah,82
17135,91512,76.02.12.2009,76,02,12,2009,7602122009,0,1,Pati'di,Simboro (Simboro dan Kepulauan),Kabupaten,Mamuju,Sulawesi Barat,85
17607,22874,12.14.25.2002,12,14,25,2002,1214252002,0,1,Hilidohona,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17608,22874,12.14.25.2003,12,14,25,2003,1214252003,0,1,Hililaora,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17609,22874,12.14.25.2006,12,14,25,2006,1214252006,0,1,Hilisao'oto,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17610,22874,12.14.25.2008,12,14,25,2008,1214252008,0,1,Hilizanuwo,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17611,22874,12.14.25.2009,12,14,25,2009,1214252009,0,1,Hoya,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17612,22874,12.14.25.2001,12,14,25,2001,1214252001,0,1,Mondrowe,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17613,22874,12.14.25.2010,12,14,25,2010,1214252010,0,1,Na'ai,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17614,22874,12.14.25.2011,12,14,25,2011,1214252011,0,1,Olanori,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17615,22874,12.14.25.2007,12,14,25,2007,1214252007,0,1,Taluzusua,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17616,22874,12.14.25.2004,12,14,25,2004,1214252004,0,1,Uluidanoduo,Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
17617,22874,12.14.25.2005,12,14,25,2005,1214252005,0,1,Umbu Sohahau (Umbu Sohahua),Sidua'ori,Kabupaten,Nias Selatan,Sumatera Utara,88
19193,78771,61.06.10.2008,61,06,10,2008,6106102008,0,1,Tua' Abang (Tua Abang),Semitau,Kabupaten,Kapuas Hulu,Kalimantan Barat,95
18434,91845,73.26.19.2001,73,26,19,2001,7326192001,0,1,Suloara',Sesean Suloara,Kabupaten,Toraja Utara,Sulawesi Selatan,92
18437,91844,73.26.02.2008,73,26,02,2008,7326022008,0,1,Bori' Lombongan (Bori Lombongan),Sesean,Kabupaten,Toraja Utara,Sulawesi Selatan,92
18438,91844,73.26.02.2007,73,26,02,2007,7326022007,0,1,Bori' Ranteletok,Sesean,Kabupaten,Toraja Utara,Sulawesi Selatan,92
18440,91844,73.26.02.1005,73,26,02,1005,7326021005,1,0,Deri' (Deri),Sesean,Kabupaten,Toraja Utara,Sulawesi Selatan,92
18441,91844,73.26.02.1004,73,26,02,1004,7326021004,1,0,Palawa' (Palawa),Sesean,Kabupaten,Toraja Utara,Sulawesi Selatan,92
20384,77361,64.03.04.2001,64,03,04,2001,6403042001,0,1,Long La'ai (Long Laay / Laai),Segah,Kabupaten,Berau,Kalimantan Timur,101
20679,22852,12.24.02.2001,12,24,02,2001,1224022001,0,1,Seriwa'u (Seriwau),Sawo,Kabupaten,Nias Utara,Sumatera Utara,103
20784,23753,11.01.07.2015,11,01,07,2015,1101072015,0,1,Sawang Ba'u (Sawang Bau),Sawang,Kabupaten,Aceh Selatan,Aceh (NAD),103
21134,69493,35.29.25.2006,35,29,25,2006,3529252006,0,1,Saseel (Sase'el),Sapeken,Kabupaten,Sumenep,Jawa Timur,105
21145,84183,52.06.06.2008,52,06,06,2008,5206062008,0,1,Na'e,Sape,Kabupaten,Bima,Nusa Tenggara Barat (NTB),105
21151,84183,52.06.06.2009,52,06,06,2009,5206062009,0,1,Rai O'i,Sape,Kabupaten,Bima,Nusa Tenggara Barat (NTB),105
21284,91851,73.26.07.2002,73,26,07,2002,7326072002,0,1,Buntu La'bo',Sanggalangi,Kabupaten,Toraja Utara,Sulawesi Selatan,106
21285,91851,73.26.07.2001,73,26,07,2001,7326072001,0,1,La'bo',Sanggalangi,Kabupaten,Toraja Utara,Sulawesi Selatan,106
21287,91851,73.26.07.2004,73,26,07,2004,7326072004,0,1,Pata'padang (Pata' Padang),Sanggalangi,Kabupaten,Toraja Utara,Sulawesi Selatan,106
21289,91851,73.26.07.2005,73,26,07,2005,7326072005,0,1,Tandung Labo' (Tandung La'bo'),Sanggalangi,Kabupaten,Toraja Utara,Sulawesi Selatan,106
21298,91883,73.18.34.1006,73,18,34,1006,7318341006,1,0,Bebo' (Bebo),Sangalla Utara,Kabupaten,Tana Toraja,Sulawesi Selatan,106
21301,91883,73.18.34.2002,73,18,34,2002,7318342002,0,1,Rantela'bi Kambisa (Ratele Bi Kambisa),Sangalla Utara,Kabupaten,Tana Toraja,Sulawesi Selatan,106
21309,91881,73.18.13.2004,73,18,13,2004,7318132004,0,1,Bulian Massa'bu (Bulian Massabu),Sangalla (Sanggala),Kabupaten,Tana Toraja,Sulawesi Selatan,106
22331,79467,61.01.09.2001,61,01,09,2001,6101092001,0,1,Kaliau' (Kaliau),Sajingan Besar,Kabupaten,Sambas,Kalimantan Barat,111
21888,79280,61.07.02.2002,61,07,02,2002,6107022002,0,1,Sabau (Saba'u),Samalantan,Kabupaten,Bengkayang,Kalimantan Barat,109
21967,91864,73.18.01.2014,73,18,01,2014,7318012014,0,1,Ra'bung,Saluputi (Saluputti),Kabupaten,Tana Toraja,Sulawesi Selatan,109
21970,91864,73.18.01.2013,73,18,01,2013,7318012013,0,1,Sa'tandung,Saluputi (Saluputti),Kabupaten,Tana Toraja,Sulawesi Selatan,109
22587,91843,73.26.06.2008,73,26,06,2008,7326062008,0,1,Sa'dan Andulan (Sa' Dan Andulan),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22588,91843,73.26.06.2003,73,26,06,2003,7326062003,0,1,Sa'dan Balong Pasange',Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22589,91843,73.26.06.2010,73,26,06,2010,7326062010,0,1,Sa'dan Luku Lambe'na (Liku Lambe),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22590,91843,73.26.06.1002,73,26,06,1002,7326061002,1,0,Sa'dan Malimbong (Sa' Dan Malimbong),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22591,91843,73.26.06.1004,73,26,06,1004,7326061004,1,0,Sa'dan Matalo (Sa' Dan Matallo),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22592,91843,73.26.06.2005,73,26,06,2005,7326062005,0,1,Sa'dan Pebulian (Sa' Dan Pebulian),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22593,91843,73.26.06.2009,73,26,06,2009,7326062009,0,1,Sa'dan Pesondongan (Sa' Dan),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22594,91843,73.26.06.2007,73,26,06,2007,7326062007,0,1,Sa'dan Tiroallo,Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22595,91843,73.26.06.2001,73,26,06,2001,7326062001,0,1,Sa'dan Ulusalu (Sa' Dan Ulusalu),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22596,91843,73.26.06.2006,73,26,06,2006,7326062006,0,1,Sangkaropi' (Sa' Dan Sangkaropi),Sa'dan,Kabupaten,Toraja Utara,Sulawesi Selatan,112
22936,85982,53.14.07.2004,53,14,07,2004,5314072004,0,1,Bo'a (Boa),Rote Barat,Kabupaten,Rote Ndao,Nusa Tenggara Timur (NTT),114
23141,91849,73.26.04.2006,73,26,04,2006,7326042006,0,1,Lo'ko' Uru (Lo Ko Uru Tanete Batu),Rindingallo,Kabupaten,Toraja Utara,Sulawesi Selatan,115
23142,91849,73.26.04.2005,73,26,04,2005,7326042005,0,1,Mai'ting (Maiting),Rindingallo,Kabupaten,Toraja Utara,Sulawesi Selatan,115
23143,91849,73.26.04.1002,73,26,04,1002,7326041002,1,0,Pangala' (Pangala),Rindingallo,Kabupaten,Toraja Utara,Sulawesi Selatan,115
23144,91849,73.26.04.1004,73,26,04,1004,7326041004,1,0,Pangala' Utara (Pangala Utara),Rindingallo,Kabupaten,Toraja Utara,Sulawesi Selatan,115
23381,91860,73.18.20.2009,73,18,20,2009,7318202009,0,1,Batusura' (Batu Sura),Rembon,Kabupaten,Tana Toraja,Sulawesi Selatan,116
23382,91860,73.18.20.2010,73,18,20,2010,7318202010,0,1,Bua ' Tarrung,Rembon,Kabupaten,Tana Toraja,Sulawesi Selatan,116
23383,91860,73.18.20.2007,73,18,20,2007,7318202007,0,1,Buri',Rembon,Kabupaten,Tana Toraja,Sulawesi Selatan,116
23391,91860,73.18.20.2011,73,18,20,2011,7318202011,0,1,To'pao (To' Pao),Rembon,Kabupaten,Tana Toraja,Sulawesi Selatan,116
23780,84119,52.72.02.1019,52,72,02,1019,5272021019,1,0,Oi Fo'o,Rasanae Timur,Kota,Bima,Nusa Tenggara Barat (NTB),118
23884,91835,73.26.01.1006,73,26,01,1006,7326011006,1,0,Singki' (Singki),Rantepao,Kabupaten,Toraja Utara,Sulawesi Selatan,119
23895,91842,73.26.18.2004,73,26,18,2004,7326182004,0,1,Ma'kuan Pare,Rantebua,Kabupaten,Toraja Utara,Sulawesi Selatan,119
24672,69485,35.29.22.2005,35,29,22,2005,3529222005,0,1,Alas Malang (Alasmalang),Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24673,69485,35.29.22.2007,35,29,22,2007,3529222007,0,1,Brakas,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24674,69485,35.29.22.2009,35,29,22,2009,3529222009,0,1,Guwa Guwa,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24675,69485,35.29.22.2002,35,29,22,2002,3529222002,0,1,Jungkat,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24676,69485,35.29.22.2004,35,29,22,2004,3529222004,0,1,Karangnangka,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24677,69485,35.29.22.2001,35,29,22,2001,3529222001,0,1,Ketupat,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24678,69485,35.29.22.2003,35,29,22,2003,3529222003,0,1,Kropoh (Karopoh),Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24679,69485,35.29.22.2006,35,29,22,2006,3529222006,0,1,Poteran,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24680,69485,35.29.22.2008,35,29,22,2008,3529222008,0,1,Tonduk,Ra'as (Raas),Kabupaten,Sumenep,Jawa Timur,123
24709,78714,61.06.17.2024,61,06,17,2024,6106172024,0,1,Ingko' Tambe (Ingko Tambe),Putussibau Selatan,Kabupaten,Kapuas Hulu,Kalimantan Barat,123
25534,22882,12.14.05.2003,12,14,05,2003,1214052003,0,1,Bawo'amahelato (Bawo Ama Helato),Pulau-Pulau Batu,Kabupaten,Nias Selatan,Sumatera Utara,127
25535,22882,12.14.05.2004,12,14,05,2004,1214052004,0,1,Bawo'omasio (Bawo Omasio),Pulau-Pulau Batu,Kabupaten,Nias Selatan,Sumatera Utara,127
26234,69363,35.28.05.2014,35,28,05,2014,3528052014,0,1,Billa'an,Proppo,Kabupaten,Pamekasan,Jawa Timur,131
26237,69363,35.28.05.2005,35,28,05,2005,3528052005,0,1,Gro'om,Proppo,Kabupaten,Pamekasan,Jawa Timur,131
26841,91989,73.17.21.2001,73,17,21,2001,7317212001,0,1,Jenne/Je'ne Maeja,Ponrang Selatan,Kabupaten,Luwu,Sulawesi Selatan,134
26848,91989,73.17.21.2009,73,17,21,2009,7317212009,0,1,To'balo (To Balo),Ponrang Selatan,Kabupaten,Luwu,Sulawesi Selatan,134
26849,91989,73.17.21.2010,73,17,21,2010,7317212010,0,1,To'bia,Ponrang Selatan,Kabupaten,Luwu,Sulawesi Selatan,134
27059,92221,73.05.04.2009,73,05,04,2009,7305042009,0,1,Pa'rappunganta (Pa Rappunganta),Polongbangkeng Utara (Polombangkeng),Kabupaten,Takalar,Sulawesi Selatan,135
27066,92221,73.05.11.2002,73,05,11,2002,7305112002,0,1,Kale Ko'mara,Polongbangkeng Timur,Kabupaten,Takalar,Sulawesi Selatan,135
27068,92221,73.05.11.2001,73,05,11,2001,7305112001,0,1,Ko'mara (Ko Mara),Polongbangkeng Timur,Kabupaten,Takalar,Sulawesi Selatan,135
27079,92252,73.05.03.1001,73,05,03,1001,7305031001,1,0,Pa'bundukang (Pa Bundukang),Polongbangkeng Selatan (Polombangkeng),Kabupaten,Takalar,Sulawesi Selatan,135
27082,92252,73.05.03.2009,73,05,03,2009,7305032009,0,1,Su'rulangi (Surulangi),Polongbangkeng Selatan (Polombangkeng),Kabupaten,Takalar,Sulawesi Selatan,135
27884,94345,72.03.21.2003,72,03,21,2003,7203212003,0,1,Dangara'a (Dangaraa),Pinembani (Panembani),Kabupaten,Donggala,Sulawesi Tengah,139
28842,70674,63.03.09.2006,63,03,09,2006,6303092006,0,1,Ati'im (Ati Im),Pengaron (Pengarom),Kabupaten,Banjar,Kalimantan Selatan,144
29857,92172,73.06.13.2008,73,06,13,2008,7306132008,0,1,Borongpala'la,Pattalasang (Pattallassang),Kabupaten,Gowa,Sulawesi Selatan,149
29858,92172,73.06.13.2006,73,06,13,2006,7306132006,0,1,Je'nemadinging (Jenemadinging),Pattalasang (Pattallassang),Kabupaten,Gowa,Sulawesi Selatan,149
30237,92861,73.01.06.2003,73,01,06,2003,7301062003,0,1,Ma'minasa,Pasimasunggu (Pasimassunggu),Kabupaten,Kepulauan Selayar,Sulawesi Selatan,151
30718,94460,72.08.16.2001,72,08,16,2001,7208162001,0,1,Parigimpu'u,Parigi Barat,Kabupaten,Parigi Moutong,Sulawesi Tengah,153
31715,67133,35.75.04.1002,35,75,04,1002,3575041002,1,0,Tamba'an (Tambaan),Panggungrejo,Kota,Pasuruan,Jawa Timur,158
32158,91672,73.14.01.1002,73,14,01,1002,7314011002,1,0,Wette'E,Panca Lautang,Kabupaten,Sidenreng Rappang,Sulawesi Selatan,160
32720,69362,35.28.06.2004,35,28,06,2004,3528062004,0,1,Akkor,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32721,69362,35.28.06.2003,35,28,06,2003,3528062003,0,1,Angsanah,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32722,69362,35.28.06.2001,35,28,06,2001,3528062001,0,1,Banyupelle,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32723,69362,35.28.06.2009,35,28,06,2009,3528062009,0,1,Kacok,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32724,69362,35.28.06.2005,35,28,06,2005,3528062005,0,1,Larangan Badung,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32725,69362,35.28.06.2012,35,28,06,2012,3528062012,0,1,Palengaan Dajah (Palengaan Daja),"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32726,69362,35.28.06.2011,35,28,06,2011,3528062011,0,1,Palengaan Laok,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32727,69362,35.28.06.2006,35,28,06,2006,3528062006,0,1,Panaan,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32728,69362,35.28.06.2008,35,28,06,2008,3528062008,0,1,Patoan Dajah (Potoan Daja),"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32729,69362,35.28.06.2007,35,28,06,2007,3528062007,0,1,Patoan Laok (Potoan Laok),"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32730,69362,35.28.06.2002,35,28,06,2002,3528062002,0,1,Rek Kerrek,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
