prov_code,kab_code,kec_code,full_code,nama_kecamatan
11,01,01,110101,Bakongan
11,01,02,110102,Kluet Utara
11,01,03,110103,Kluet Selatan
11,01,04,110104,Labuhan Haji
11,01,05,110105,Meukek
11,01,06,110106,Samadua (Sama Dua)
11,01,07,110107,Sawang
11,01,08,110108,Tapaktuan (Tapak Tuan)
11,01,09,110109,Trumon
11,01,10,110110,Pasi Raja (Pasie Raja)
11,01,11,110111,Labuhan Haji Timur
11,01,12,110112,Labuhan Haji Barat
11,01,13,110113,Kluet Tengah
11,01,14,110114,Kluet Timur
11,01,15,110115,Bakongan Timur
11,01,16,110116,Trumon Timur
11,01,17,110117,Kota Bahagia
11,01,18,110118,Trumon Tengah
11,02,01,110201,Lawe Alas
11,02,02,110202,Lawe Sigala Gala
11,02,03,110203,Bambel
11,02,04,110204,Babussalam
11,02,05,110205,Badar
11,02,06,110206,Babul Makmur
11,02,07,110207,Darul Hasanah
11,02,08,110208,Lawe Bulan
11,02,09,110209,Bukit Tusam
11,02,10,110210,Semadam
11,02,11,110211,Babul Rahmah
11,02,12,110212,Ketambe
11,02,13,110213,Deleng Pokhkisen (Deleng Pokhisen)
11,02,14,110214,Lawe Sumur
11,02,15,110215,Tanoh Alas (Tanah Alas)
11,02,16,110216,Leuser
11,03,01,110301,Darul Aman
11,03,02,110302,Julok
11,03,03,110303,Idi Rayeuk
11,03,04,110304,Birem Bayeun
11,03,05,110305,Serbajadi
11,03,06,110306,Nurussalam
11,03,07,110307,Peureulak
11,03,08,110308,Rantau Selamat
11,03,09,110309,Simpang Ulim
11,03,10,110310,Rantau Peureulak (Ranto Peureulak)
11,03,11,110311,Pante Bidari
11,03,12,110312,Madat
11,03,13,110313,Indra Makmu (Indra Makmur)
11,03,14,110314,Idi Tunong
11,03,15,110315,Banda Alam
11,03,16,110316,Peudawa
11,03,17,110317,Peureulak Timur
11,03,18,110318,Peureulak Barat
11,03,19,110319,Sungai Raya
11,03,20,110320,Simpang Jernih
11,03,21,110321,Darul Ihsan (Iksan)
11,03,22,110322,Darul Falah
11,03,23,110323,Idi Timur
11,03,24,110324,Peunaron
11,04,01,110401,Linge
11,04,02,110402,Silih Nara
11,04,03,110403,Bebesen
11,04,07,110407,Pegasing
11,04,08,110408,Bintang
11,04,10,110410,Ketol
11,04,11,110411,Kebayakan
11,04,12,110412,Kute Panang
11,04,13,110413,Celala
11,04,17,110417,Laut Tawar (Lut Tawar)
11,04,18,110418,Atu Lintang
11,04,19,110419,Jagong Jeget
11,04,20,110420,Bies
11,04,21,110421,Rusip Antara
11,05,01,110501,Johan Pahwalan (Johan Pahlawan)
11,05,02,110502,Kaway XVI
11,05,03,110503,Sungai Mas
11,05,04,110504,Woyla
11,05,05,110505,Samatiga
11,05,06,110506,Bubon
11,05,07,110507,Arongan Lambalek
11,05,08,110508,Pante Ceureumen (Pantai Ceuremen)
11,05,09,110509,Meureubo
11,05,10,110510,Woyla Barat
11,05,11,110511,Woyla Timur
11,05,12,110512,Panton Reu
11,06,01,110601,Lhoong
11,06,02,110602,Lhoknga (Lho'nga)
11,06,03,110603,Indrapuri
11,06,04,110604,Seulimeum
11,06,05,110605,Montasik (Mantasiek)
11,06,06,110606,Sukamakmur (Suka Makmur)
11,06,07,110607,Darul Imarah
11,06,08,110608,Peukan Bada
11,06,09,110609,Mesjid Raya
11,06,10,110610,Ingin Jaya
11,06,11,110611,Kuta Baro
11,06,12,110612,Darussalam
11,06,13,110613,Pulo Aceh
11,06,14,110614,Lembah Seulawah
11,06,15,110615,Kota Jantho
11,06,16,110616,Kuta Cot Glie (Kota Cot Glie)
11,06,17,110617,Kuta Malaka (Kota Malaka)
11,06,18,110618,Simpang Tiga
11,06,19,110619,Darul Kamal
11,06,20,110620,Baitussalam
11,06,21,110621,Krueng Barona Jaya
11,06,22,110622,Leupung
11,06,23,110623,Blang Bintang (Blank Bintang)
11,07,03,110703,Batee
11,07,04,110704,Delima
11,07,05,110705,Geumpang
11,07,06,110706,Glumpang Tiga (Geulumpang Tiga)
11,07,07,110707,Indrajaya (Indra Jaya)
11,07,08,110708,Kembang Tanjong
11,07,09,110709,Kota Sigli
11,07,11,110711,Mila
11,07,12,110712,Muara Tiga
11,07,13,110713,Mutiara
11,07,14,110714,Padang Tiji
11,07,15,110715,Peukan Baro
11,07,16,110716,Pidie
11,07,17,110717,Sakti
11,07,18,110718,Simpang Tiga
11,07,19,110719,Tangse
11,07,21,110721,Tiro/Truseb
11,07,22,110722,Keumala
11,07,24,110724,Mutiara Timur
11,07,25,110725,Grong Grong
11,07,27,110727,Mane
11,07,29,110729,Glumpang Baro
11,07,31,110731,Titeue
11,08,01,110801,Baktiya
11,08,02,110802,Dewantara
11,08,03,110803,Kuta Makmur
11,08,04,110804,Lhoksukon
11,08,05,110805,Matangkuli
11,08,06,110806,Muara Batu
11,08,07,110807,Meurah Mulia
11,08,08,110808,Samudera
11,08,09,110809,Seunuddon (Seunudon)
11,08,10,110810,Syamtalira Aron
11,08,11,110811,Syamtalira Bayu
11,08,12,110812,Tanah Luas
11,08,13,110813,Tanah Pasir
11,08,14,110814,T. Jambo Aye (Tanah Jambo Aye)
11,08,15,110815,Sawang
11,08,16,110816,Nisam
11,08,17,110817,Cot Girek
11,08,18,110818,Langkahan
11,08,19,110819,Baktiya Barat
11,08,20,110820,Paya Bakong
11,08,21,110821,Nibong
11,08,22,110822,Simpang Kramat (Keramat)
11,08,23,110823,Lapang
11,08,24,110824,Pirak Timur
11,08,25,110825,Geuredong Pase
11,08,26,110826,Banda Baro
11,08,27,110827,Nisam Antara
11,09,01,110901,Simeulue Tengah (Simeuleu Tengah)
11,09,02,110902,Salang
11,09,03,110903,Teupah Barat
11,09,04,110904,Simeulue Timur (Simeuleu Timur)
11,09,05,110905,Teluk Dalam
11,09,06,110906,Simeulue Barat (Simeuleu Barat)
11,09,07,110907,Teupah Selatan
11,09,08,110908,Alafan (Alapan)
11,09,09,110909,Teupah Tengah
11,09,10,110910,Simeulue Cut
11,10,01,111001,Pulau Banyak
11,10,02,111002,Simpang Kanan
11,10,04,111004,Singkil
11,10,06,111006,Gunung Meriah (Mariah)
11,10,09,111009,Kota Baharu
11,10,10,111010,Singkil Utara
11,10,11,111011,Danau Paris
11,10,12,111012,Suro Makmur
11,10,13,111013,Singkohor
11,10,14,111014,Kuala Baru
11,10,16,111016,Pulau Banyak Barat
11,11,01,111101,Samalanga
11,11,02,111102,Jeunieb
11,11,03,111103,Peudada
11,11,04,111104,Jeumpa
11,11,05,111105,Peusangan
11,11,06,111106,Makmur
11,11,07,111107,Gandapura (Ganda Pura)
11,11,08,111108,Pandrah
11,11,09,111109,Juli
11,11,10,111110,Jangka
11,11,11,111111,Simpang Mamplam
11,11,12,111112,Peulimbang (Plimbang)
11,11,13,111113,Kota Juang
11,11,14,111114,Kuala
11,11,15,111115,Peusangan Siblah Krueng
11,11,16,111116,Peusangan Selatan
11,11,17,111117,Kuta Blang
11,12,01,111201,Blangpidie (Blang Pidie)
11,12,02,111202,Tangan-Tangan
11,12,03,111203,Manggeng
11,12,04,111204,Susoh
11,12,05,111205,Kuala Batee
11,12,06,111206,Babah Rot
11,12,07,111207,Setia
11,12,08,111208,Jeumpa
11,12,09,111209,Lembah Sabil
11,13,01,111301,Blangkejeren (Blang Kejeren)
11,13,02,111302,Kutapanjang (Kuta Panjang)
11,13,03,111303,Rikit Gaib
11,13,04,111304,Terangun (Terangon)
11,13,05,111305,Pining (Pinding)
11,13,06,111306,Blangpegayon (Blang Pegayon)
11,13,07,111307,Puteri Betung (Putri Betung)
11,13,08,111308,Dabun Gelang (Debun Gelang)
11,13,09,111309,Blangjerango (Blang Jerango)
11,13,10,111310,Teripe Jaya (Tripe Jaya)
11,13,11,111311,Pantan Cuaca
11,14,01,111401,Teunom
11,14,02,111402,Krueng Sabee
11,14,03,111403,Setia Bhakti (Setia Bakti)
11,14,04,111404,Sampoi Niet (Sampoiniet)
11,14,05,111405,Jaya
11,14,06,111406,Panga (Keude Panga)
11,14,07,111407,Indra Jaya
11,14,08,111408,Darul Hikmah
11,14,09,111409,Pasie Raya
11,15,01,111501,Kuala
11,15,02,111502,Seunagan
11,15,03,111503,Seunagan Timur
11,15,04,111504,Beutong
11,15,05,111505,Darul Makmur
11,15,06,111506,Suka Makmue
11,15,07,111507,Kuala Pesisir
11,15,08,111508,Tadu Raya
11,15,09,111509,Tripa Makmur
11,15,10,111510,Beutong Ateuh Banggalang
11,16,01,111601,Manyak Payed
11,16,02,111602,Bendahara
11,16,03,111603,Karang Baru
11,16,04,111604,Seruway
11,16,05,111605,Kota Kualasinpang (Kota Kuala Simpang)
11,16,06,111606,Kejuruan Muda
11,16,07,111607,Tamiang Hulu
11,16,08,111608,Rantau
11,16,09,111609,Banda Mulia
11,16,10,111610,Bandar Pusaka
11,16,11,111611,Tenggulun
11,16,12,111612,Sekerak
11,17,01,111701,Pintu Rime Gayo
11,17,02,111702,Permata
11,17,03,111703,Syiah Utama
11,17,04,111704,Bandar
11,17,05,111705,Bukit
11,17,06,111706,Wih Pesam
11,17,07,111707,Timang Gajah
11,17,08,111708,Bener Kelipah
11,17,09,111709,Mesidah
11,17,10,111710,Gajah Putih
11,18,01,111801,Meureudu
11,18,02,111802,Ulim
11,18,03,111803,Jangka Buya (Jangka Buaya)
11,18,04,111804,Bandar Dua
11,18,05,111805,Meurah Dua
11,18,06,111806,Bandar Baru
11,18,07,111807,Panteraja
11,18,08,111808,Trienggadeng
11,71,01,117101,Baiturrahman
11,71,02,117102,Kuta Alam
11,71,03,117103,Meuraxa
11,71,04,117104,Syiah Kuala
11,71,05,117105,Lueng Bata
11,71,06,117106,Kuta Raja
11,71,07,117107,Banda Raya
11,71,08,117108,Jaya Baru
11,71,09,117109,Ulee Kareng
11,72,01,117201,Sukakarya
11,72,02,117202,Sukajaya
11,72,03,117203,Sukamakmue
11,73,01,117301,Muara Dua
11,73,02,117302,Banda Sakti
11,73,03,117303,Blang Mangat
11,73,04,117304,Muara Satu
11,74,01,117401,Langsa Timur
11,74,02,117402,Langsa Barat
11,74,03,117403,Langsa Kota
11,74,04,117404,Langsa Lama
11,74,05,117405,Langsa Baro
11,75,01,117501,Simpang Kiri
11,75,02,117502,Penanggalan
11,75,03,117503,Rundeng
11,75,04,117504,Sultan Daulat
11,75,05,117505,Longkib
12,01,01,120101,Barus
12,01,02,120102,Sorkam
12,01,03,120103,Pandan
12,01,04,120104,Pinangsori
12,01,05,120105,Manduamas
12,01,06,120106,Kolang
12,01,07,120107,Tapian Nauli
12,01,08,120108,Sibabangun
12,01,09,120109,Sosorgadong (Sosor Gadong)
12,01,10,120110,Sorkam Barat
12,01,11,120111,Sirandorung
12,01,12,120112,Andam Dewi
12,01,13,120113,Sitahuis
12,01,14,120114,Tukka
12,01,15,120115,Badiri
12,01,16,120116,Pasaribu Tobing
12,01,17,120117,Barus Utara
12,01,18,120118,Suka Bangun
12,01,19,120119,Lumut
12,01,20,120120,Sarudik
12,02,01,120201,Tarutung
12,02,02,120202,Siatas Barita
12,02,03,120203,Adian Koting
12,02,04,120204,Sipoholon
12,02,05,120205,Pahae Julu
12,02,06,120206,Pahae Jae
12,02,07,120207,Simangumban
12,02,08,120208,Purba Tua (Purbatua)
12,02,09,120209,Siborong-Borong
12,02,10,120210,Pagaran
12,02,11,120211,Parmonangan
12,02,12,120212,Sipahutar
12,02,13,120213,Pangaribuan
12,02,14,120214,Garoga
12,02,15,120215,Muara
12,03,01,120301,Angkola Barat
12,03,02,120302,Batang Toru
12,03,03,120303,Angkola Timur
12,03,04,120304,Sipirok
12,03,05,120305,Saipar Dolok Hole
12,03,06,120306,Angkola Selatan
12,03,07,120307,Batang Angkola
12,03,14,120314,Arse
12,03,20,120320,Marancar
12,03,21,120321,Sayur Matinggi
12,03,22,120322,Aek Bilah
12,03,29,120329,Muara Batang Toru
12,03,30,120330,Tano Tombangan Angkola
12,03,31,120331,Angkola Sangkunur
12,03,32,120332,Angkola Muara Tais
12,04,05,120405,Hiliduho
12,04,06,120406,Gido
12,04,10,120410,Idanogawo (Idano Gawo)
12,04,11,120411,Bawolato
12,04,20,120420,Hiliserangkai (Hili Serangkai / Hilisaranggu)
12,04,21,120421,Botomuzoi
12,04,27,120427,Ulugawo
12,04,28,120428,Ma'u
12,04,29,120429,Somolo-Molo (Samolo)
12,04,35,120435,Sogae'adu (Sogae Adu / Sogaeadu)
12,05,01,120501,Bahorok
12,05,02,120502,Salapian
12,05,03,120503,Kuala
12,05,04,120504,Sei Bingai (Sei Binge / Bingei)
12,05,05,120505,Binjai
12,05,06,120506,Selesai
12,05,07,120507,Stabat
12,05,08,120508,Wampu
12,05,09,120509,Secanggang
12,05,10,120510,Hinai
12,05,11,120511,Tanjung Pura (Tanjungpura)
12,05,12,120512,Padang Tualang
12,05,13,120513,Gebang
12,05,14,120514,Babalan
12,05,15,120515,Pangkalan Susu
12,05,16,120516,Besitang
12,05,17,120517,Sei Lepan
12,05,18,120518,Berandan Barat (Brandan Barat)
12,05,19,120519,Batang Serangan
12,05,20,120520,Sawit Seberang
12,05,21,120521,Sirapit (Serapit)
12,05,22,120522,Kutambaru
12,05,23,120523,Pematang Jaya
12,06,01,120601,Kabanjahe
12,06,02,120602,Berastagi (Brastagi)
12,06,03,120603,Barusjahe (Barus Jahe)
12,06,04,120604,Tigapanah (Tiga Panah)
12,06,05,120605,Merek
12,06,06,120606,Munte
12,06,07,120607,Juhar
12,06,08,120608,Tigabinanga (Tiga Binanga)
12,06,09,120609,Laubaleng
12,06,10,120610,Mardingding (Mardinding)
12,06,11,120611,Payung
12,06,12,120612,Simpang Empat
12,06,13,120613,Kutabuluh (Kuta Buluh)
12,06,14,120614,Dolat Rayat
12,06,15,120615,Merdeka
12,06,16,120616,Naman Teran (Nama Teran)
12,06,17,120617,Tiganderket
12,07,01,120701,Gunung Meriah
12,07,02,120702,Tanjung Morawa
12,07,03,120703,Sibolangit
12,07,04,120704,Kutalimbaru
12,07,05,120705,Pancur Batu
12,07,06,120706,Namo Rambe (Namorambe)
12,07,07,120707,Biru-Biru (Sibiru-biru)
12,07,08,120708,STM Hilir (Sinembah Tanjung Muda Hilir)
12,07,09,120709,Bangun Purba
12,07,19,120719,Galang
12,07,20,120720,STM Hulu (Sinembah Tanjung Muda Hulu)
12,07,21,120721,Patumbak
12,07,22,120722,Deli Tua
12,07,23,120723,Sunggal
12,07,24,120724,Hamparan Perak
12,07,25,120725,Labuhan Deli
12,07,26,120726,Percut Sei Tuan
12,07,27,120727,Batang Kuis
12,07,28,120728,Lubuk Pakam
12,07,31,120731,Pagar Merbau
12,07,32,120732,Pantai Labu
12,07,33,120733,Beringin
12,08,01,120801,Siantar
12,08,02,120802,Gunung Malela
12,08,03,120803,Gunung Maligas
12,08,04,120804,Panei
12,08,05,120805,Panombeian Panei / Pane
12,08,06,120806,Jorlang Hataran
12,08,07,120807,Raya Kahean
12,08,08,120808,Bosar Maligas
12,08,09,120809,Sidamanik
12,08,10,120810,Pamatang Sidamanik (Pematang Sidamanik)
12,08,11,120811,Tanah Jawa
12,08,12,120812,Hatonduhan
12,08,13,120813,Dolok Panribuan
12,08,14,120814,Purba
12,08,15,120815,Haranggaol Horisan (Haranggaol Horison)
12,08,16,120816,Girsang Sipangan Bolon
12,08,17,120817,Dolok Batu Nanggar
12,08,18,120818,Huta Bayu Raja
12,08,19,120819,Jawa Maraja Bah Jambi
12,08,20,120820,Dolok Pardamean
12,08,21,120821,Pematang Bandar
12,08,22,120822,Bandar Huluan
12,08,23,120823,Bandar
12,08,24,120824,Bandar Masilam
12,08,25,120825,Silimakuta
12,08,26,120826,Dolok Silou (Dolok Silau)
12,08,27,120827,Silou Kahean
12,08,28,120828,Tapian Dolok
12,08,29,120829,Raya
12,08,30,120830,Ujung Padang
12,08,31,120831,Pamatang Silima Huta (Pematang)
12,08,32,120832,Dolog Masagal
12,09,08,120908,Meranti
12,09,09,120909,Air Joman
12,09,10,120910,Tanjung Balai
12,09,11,120911,Sei Kepayang
12,09,12,120912,Simpang Empat
12,09,13,120913,Air Batu
12,09,14,120914,Pulau Rakyat
12,09,15,120915,Bandar Pulau
12,09,16,120916,Buntu Pane
12,09,17,120917,Bandar Pasir Mandoge
12,09,18,120918,Aek Kuasan
12,09,19,120919,Kota Kisaran Barat
12,09,20,120920,Kota Kisaran Timur
12,09,21,120921,Aek Songsongan
12,09,22,120922,Rahuning (Rahunig)
12,09,23,120923,Sei Dadap
12,09,24,120924,Sei Kepayang Barat
12,09,25,120925,Sei Kepayang Timur
12,09,26,120926,Tinggi Raja
12,09,27,120927,Setia Janji
12,09,28,120928,Silau Laut
12,09,29,120929,Rawang Panca Arga
12,09,30,120930,Pulo Bandring
12,09,31,120931,Teluk Dalam
12,09,32,120932,Aek Ledong
12,10,01,121001,Rantau Utara
12,10,02,121002,Rantau Selatan
12,10,07,121007,Bilah Barat
12,10,08,121008,Bilah Hilir
12,10,09,121009,Bilah Hulu
12,10,14,121014,Pangkatan
12,10,18,121018,Panai Tengah
12,10,19,121019,Panai Hilir
12,10,20,121020,Panai Hulu
12,11,01,121101,Sidikalang
12,11,02,121102,Sumbul
12,11,03,121103,Tigalingga (Tiga Lingga)
12,11,04,121104,Siempat Nempu
12,11,05,121105,Silima Pungga Pungga
12,11,06,121106,Tanah Pinem
12,11,07,121107,Siempat Nempu Hulu
12,11,08,121108,Siempat Nempu Hilir
12,11,09,121109,Pegagan Hilir
12,11,10,121110,Parbuluan
12,11,11,121111,Lae Parira
12,11,12,121112,Gunung Sitember
12,11,13,121113,Berampu (Brampu)
12,11,14,121114,Silahisabungan (Silahi Sabungan)
12,11,15,121115,Sitinjo
12,12,01,121201,Balige
12,12,02,121202,Laguboti
12,12,03,121203,Silaen
12,12,04,121204,Habinsaran
12,12,05,121205,Pintu Pohan Meranti
12,12,06,121206,Borbor
12,12,07,121207,Porsea
12,12,08,121208,Ajibata
12,12,09,121209,Lumban Julu
12,12,10,121210,Uluan
12,12,19,121219,Sigumpar
12,12,20,121220,Siantar Narumonda
12,12,21,121221,Nassau
12,12,22,121222,Tampahan
12,12,23,121223,Bonatua Lunasi
12,12,24,121224,Parmaksian
12,13,01,121301,Panyabungan
12,13,02,121302,Panyabungan Utara
12,13,03,121303,Panyabungan Timur
12,13,04,121304,Panyabungan Selatan
12,13,05,121305,Panyabungan Barat
12,13,06,121306,Siabu
12,13,07,121307,Bukit Malintang
12,13,08,121308,Kotanopan
12,13,09,121309,Lembah Sorik Marapi
12,13,10,121310,Tambangan
12,13,11,121311,Ulu Pungkut
12,13,12,121312,Muara Sipongi
12,13,13,121313,Batang Natal
12,13,14,121314,Lingga Bayu
12,13,15,121315,Batahan
12,13,16,121316,Natal
12,13,17,121317,Muara Batang Gadis
12,13,18,121318,Ranto Baek
12,13,19,121319,Huta Bargot
12,13,20,121320,Puncak Sorik Marapi
12,13,21,121321,Pakantan
12,13,22,121322,Sinunukan
12,13,23,121323,Naga Juang
12,14,01,121401,Lolomatua
12,14,02,121402,Gomo
12,14,03,121403,Lahusa
12,14,04,121404,Hibala
12,14,05,121405,Pulau-Pulau Batu
12,14,06,121406,Teluk Dalam
12,14,07,121407,Amandraya
12,14,08,121408,Lolowau
12,14,09,121409,Susua
12,14,10,121410,Maniamolo
12,14,11,121411,Hilimegai
12,14,12,121412,Toma
12,14,13,121413,Mazino
12,14,14,121414,Umbunasi
12,14,15,121415,Aramo
12,14,16,121416,Pulau-Pulau Batu Timur
12,14,17,121417,Mazo
12,14,18,121418,Fanayama
12,14,19,121419,Ulunoyo
12,14,20,121420,Huruna
12,14,21,121421,O'o'u (Oou)
12,14,22,121422,Onohazumba
12,14,23,121423,Hilisalawa'ahe (Hilisalawaahe)
12,14,24,121424,Ulususua
12,14,25,121425,Sidua'ori
12,14,26,121426,Somambawa
12,14,27,121427,Boronadu
12,14,28,121428,Simuk
12,14,29,121429,Pulau-Pulau Batu Barat
12,14,30,121430,Pulau-Pulau Batu Utara
12,14,31,121431,Tanah Masa
12,14,32,121432,Luahagundre Maniamolo
12,14,33,121433,Onolalu
12,14,34,121434,Ulu Idanotae
12,14,35,121435,Idanotae
12,15,01,121501,Sitelu Tali Urang Jehe (Sitellu)
12,15,02,121502,Kerajaan
12,15,03,121503,Salak
12,15,04,121504,Sitelu Tali Urang Julu (Sitellu)
12,15,05,121505,Pergetteng Getteng Sengkut
12,15,06,121506,Pagindar
12,15,07,121507,Tinada
12,15,08,121508,Siempat Rube
12,16,01,121601,Parlilitan
12,16,02,121602,Pollung
12,16,03,121603,Baktiraja (Bakti Raja)
12,16,04,121604,Paranginan
12,16,05,121605,Lintong Nihuta
12,16,06,121606,Dolok Sanggul
12,16,07,121607,Sijamapolang (Sijama Polang)
12,16,08,121608,Onan Ganjang
12,16,09,121609,Pakkat
12,16,10,121610,Tarabintang (Tara Bintang)
12,17,01,121701,Simanindo
12,17,02,121702,Onan Runggu
12,17,03,121703,Nainggolan
12,17,04,121704,Palipi
12,17,05,121705,Harian
12,17,06,121706,Sianjar Mula Mula (Sianjur)
12,17,07,121707,Ronggur Nihuta
12,17,08,121708,Pangururan
12,17,09,121709,Sitio-tio
12,18,01,121801,Pantai Cermin
12,18,02,121802,Perbaungan
12,18,03,121803,Teluk Mengkudu
12,18,04,121804,Sei Rampah
12,18,05,121805,Tanjung Beringin
12,18,06,121806,Bandar Khalipah / Khalifah
12,18,07,121807,Dolok Merawan
12,18,08,121808,Sipispis
12,18,09,121809,Dolok Masihul
12,18,10,121810,Kotarih
12,18,11,121811,Silinda
12,18,12,121812,Serba Jadi
12,18,13,121813,Tebing Tinggi
12,18,14,121814,Pegajahan
12,18,15,121815,Sei Bamban
12,18,16,121816,Tebing Syahbandar
12,18,17,121817,Bintang Bayu
12,19,01,121901,Medang Deras
12,19,02,121902,Sei Suka
12,19,03,121903,Air Putih
12,19,04,121904,Lima Puluh (Limapuluh)
12,19,05,121905,Talawi
12,19,06,121906,Tanjung Tiram
12,19,07,121907,Sei Balai
12,19,08,121908,Laut Tador
12,19,09,121909,Lima Puluh Pesisir
12,19,10,121910,Datuk Lima Puluh
12,19,11,121911,Datuk Tanah Datar
12,19,12,121912,Nibung Hangus
12,20,01,122001,Dolok Sigompulon
12,20,02,122002,Dolok
12,20,03,122003,Halongonan
12,20,04,122004,Padang Bolak
12,20,05,122005,Padang Bolak Julu
12,20,06,122006,Portibi
12,20,07,122007,Batang Onang
12,20,08,122008,Simangambat
12,20,09,122009,Hulu Sihapas
12,20,10,122010,Padang Bolak Tenggara
12,20,11,122011,Halongonan Timur
12,20,12,122012,Ujung Batu
12,21,01,122101,Sosopan
12,21,02,122102,Barumun Tengah
12,21,03,122103,Huristak
12,21,04,122104,Lubuk Barumun
12,21,05,122105,Hutaraja Tinggi (Huta Raja Tinggi)
12,21,06,122106,Ulu Barumun
12,21,07,122107,Barumun
12,21,08,122108,Sosa
12,21,09,122109,Batang Lubu Sutam
12,21,10,122110,Barumun Selatan
12,21,11,122111,Aek Nabara Barumun
12,21,12,122112,Sihapas Barumun
12,21,13,122113,Barumun Baru
12,21,14,122114,Ulu Sosa
12,21,15,122115,Sosa Julu
12,21,16,122116,Barumun Barat
12,21,17,122117,Sosa Timur
12,22,01,122201,Kotapinang (Kota Pinang)
12,22,02,122202,Kampung Rakyat
12,22,03,122203,Torgamba
12,22,04,122204,Sungai Kanan (Sei)
12,22,05,122205,Silangkitang
12,23,01,122301,Kualuh Hulu
12,23,02,122302,Kualuh Leidong
12,23,03,122303,Kualuh Hilir
12,23,04,122304,Aek Kuo
12,23,05,122305,Marbau
12,23,06,122306,Na IX - X (Na IX-X)
12,23,07,122307,Aek Natas
12,23,08,122308,Kualuh Selatan
12,24,01,122401,Lotu
12,24,02,122402,Sawo
12,24,03,122403,Tuhemberua
12,24,04,122404,Sitolu Ori
12,24,05,122405,Namohalu Esiwa
12,24,06,122406,Alasa Talumuzoi
12,24,07,122407,Alasa
12,24,08,122408,Tugala Oyo
12,24,09,122409,Afulu
12,24,10,122410,Lahewa
12,24,11,122411,Lahewa Timur
12,25,01,122501,Lahomi (Gahori)
12,25,02,122502,Sirombu
12,25,03,122503,Mandrehe Barat
12,25,04,122504,Moro'o
12,25,05,122505,Mandrehe
12,25,06,122506,Mandrehe Utara
12,25,07,122507,Lolofitu Moi
12,25,08,122508,Ulu Moro'o (Ulu Narwo)
12,71,01,127101,Medan Kota
12,71,02,127102,Medan Sunggal
12,71,03,127103,Medan Helvetia
12,71,04,127104,Medan Denai
12,71,05,127105,Medan Barat
12,71,06,127106,Medan Deli
12,71,07,127107,Medan Tuntungan
12,71,08,127108,Medan Belawan (Medan Belawan Kota)
12,71,09,127109,Medan Amplas
12,71,10,127110,Medan Area
12,71,11,127111,Medan Johor
12,71,12,127112,Medan Marelan
12,71,13,127113,Medan Labuhan
12,71,14,127114,Medan Tembung
12,71,15,127115,Medan Maimun
12,71,16,127116,Medan Polonia
12,71,17,127117,Medan Baru
12,71,18,127118,Medan Perjuangan
12,71,19,127119,Medan Petisah
12,71,20,127120,Medan Timur
12,71,21,127121,Medan Selayang
12,72,01,127201,Siantar Timur
12,72,02,127202,Siantar Barat
12,72,03,127203,Siantar Utara
12,72,04,127204,Siantar Selatan
12,72,05,127205,Siantar Marihat
12,72,06,127206,Siantar Martoba
12,72,07,127207,Siantar Sitalasari
12,72,08,127208,Siantar Marimbun
12,73,01,127301,Sibolga Utara
12,73,02,127302,Sibolga Kota
12,73,03,127303,Sibolga Selatan
12,73,04,127304,Sibolga Sambas
12,74,01,127401,Tanjungbalai Selatan (Tanjung Balai Selatan)
12,74,02,127402,Tanjungbalai Utara (Tanjung Balai Utara)
12,74,03,127403,Sei Tualang Raso
12,74,04,127404,Teluk Nibung
12,74,05,127405,Datuk Bandar
12,74,06,127406,Datuk Bandar Timur
12,75,01,127501,Binjai Utara
12,75,02,127502,Binjai Kota
12,75,03,127503,Binjai Barat
12,75,04,127504,Binjai Timur
12,75,05,127505,Binjai Selatan
12,76,01,127601,Padang Hulu
12,76,02,127602,Rambutan
12,76,03,127603,Padang Hilir
12,76,04,127604,Bajenis
12,76,05,127605,Tebing Tinggi Kota
12,77,01,127701,Padangsidimpuan Utara
12,77,02,127702,Padangsidimpuan Selatan
12,77,03,127703,Padangsidimpuan Batunadua
12,77,04,127704,Padangsidimpuan Hutaimbaru
12,77,05,127705,Padangsidimpuan Tenggara
12,77,06,127706,Padangsidimpuan Angkola Julu
12,78,01,127801,Gunungsitoli
12,78,02,127802,Gunungsitoli Selatan
12,78,03,127803,Gunungsitoli Utara
12,78,04,127804,Gunungsitoli Idanoi
12,78,05,127805,Gunungsitoli Alo'oa
12,78,06,127806,Gunungsitoli Barat
13,01,01,130101,Pancung Soal
13,01,02,130102,Ranah Pesisir
13,01,03,130103,Lengayang
13,01,04,130104,Batang Kapas
13,01,05,130105,IV Jurai
13,01,06,130106,Bayang
13,01,07,130107,Koto XI Tarusan
13,01,08,130108,Sutera
13,01,09,130109,Linggo Sari Baganti
13,01,10,130110,Lunang
13,01,11,130111,Basa Ampek Balai Tapan
13,01,12,130112,IV Nagari Bayang Utara
13,01,13,130113,Airpura
13,01,14,130114,Ranah Ampek Hulu Tapan
13,01,15,130115,Silaut
13,02,03,130203,Pantai Cermin
13,02,04,130204,Lembah Gumanti
13,02,05,130205,Payung Sekaki
13,02,06,130206,Lembang Jaya
13,02,07,130207,Gunung Talang
13,02,08,130208,Bukit Sundi
13,02,09,130209,IX Koto Sungai Lasi
13,02,10,130210,Kubung
13,02,11,130211,X Koto Singkarak
13,02,12,130212,X Koto Diatas
13,02,13,130213,Junjung Sirih
13,02,17,130217,Hiliran Gumanti
13,02,18,130218,Tigo Lurah
